Loai_San,Cap_Do_Ben,Chieu_dai_L(m),Chieu_ron_W(m),Be_day_h(m),Tai_trong_ULS(kN/m2),Phan_tu_so,Momen_M11(kNm/m),Momen_M22(kNm/m)
San_o_co_Waffle_Slab,C35/45,8.39,8.1,0.47,11.71,5928,36.878,39.566
Ban_ke_4_canh_2_phuong,C20/25,5.17,4.81,0.12,8.67,5929,9.027,8.111
San_console_Cantilever,C20/25,5.55,2.43,0.13,9.01,5930,-26.602,-2.66
San_phang_Flat_Slab,C20/25,6.76,6.64,0.23,12.38,5931,41.677,27.291
Ban_ke_4_canh_2_phuong,C35/45,7.54,4.49,0.16,10.02,5932,9.09,19.938
Ban_dam_1_phuong,C25/30,8.11,3.74,0.14,9.35,5933,13.078,2.616
San_console_Cantilever,C20/25,5.61,1.96,0.13,9.01,5934,-17.306,-1.731
Ban_dam_1_phuong,C30/37,10.15,3.99,0.11,8.33,5935,13.261,2.652
San_console_Cantilever,C40/50,4.03,1.24,0.1,8.0,5936,-6.15,-0.615
San_phang_Flat_Slab,C35/45,9.95,9.26,0.23,12.38,5937,85.549,53.078
San_console_Cantilever,C30/37,3.5,1.88,0.12,8.67,5938,-15.322,-1.532
San_console_Cantilever,C30/37,4.9,1.4,0.12,8.67,5939,-8.497,-0.85
Ban_dam_1_phuong,C30/37,5.0,2.19,0.12,8.67,5940,4.158,0.832
San_o_co_Waffle_Slab,C30/37,9.99,9.67,0.46,11.71,5941,52.559,56.096
San_o_co_Waffle_Slab,C20/25,14.27,9.78,0.47,11.71,5942,53.762,114.458
Ban_ke_4_canh_2_phuong,C20/25,5.65,3.47,0.15,9.68,5943,5.245,10.815
San_phang_Flat_Slab,C20/25,10.39,9.64,0.22,12.05,5944,90.519,55.99
San_console_Cantilever,C25/30,6.96,1.28,0.14,9.35,5945,-7.66,-0.766
San_phang_Flat_Slab,C30/37,8.77,7.43,0.29,14.41,5946,70.423,39.775
San_console_Cantilever,C35/45,7.68,2.32,0.13,9.01,5947,-24.248,-2.425
Ban_dam_1_phuong,C20/25,9.81,3.58,0.13,9.01,5948,11.548,2.31
Ban_dam_1_phuong,C35/45,7.01,3.17,0.11,8.33,5949,8.371,1.674
San_console_Cantilever,C30/37,7.9,1.69,0.11,8.33,5950,-11.896,-1.19
San_console_Cantilever,C40/50,4.19,2.05,0.13,9.01,5951,-18.932,-1.893
San_phang_Flat_Slab,C25/30,9.79,7.47,0.27,13.73,5952,75.307,38.307
San_console_Cantilever,C25/30,3.82,2.46,0.13,9.01,5953,-27.262,-2.726
San_phang_Flat_Slab,C25/30,10.1,6.93,0.27,13.73,5954,72.075,32.969
San_o_co_Waffle_Slab,C20/25,12.58,10.22,0.38,10.36,5955,51.94,78.698
San_o_co_Waffle_Slab,C25/30,10.19,9.64,0.48,12.05,5956,53.75,60.059
San_o_co_Waffle_Slab,C20/25,13.46,9.5,0.43,11.03,5957,47.782,95.919
Ban_ke_4_canh_2_phuong,C30/37,5.76,3.68,0.18,10.7,5958,6.521,12.425
San_o_co_Waffle_Slab,C35/45,13.18,9.6,0.4,10.7,5959,47.333,89.219
San_o_co_Waffle_Slab,C20/25,16.99,11.37,0.46,11.71,5960,72.664,162.25
San_console_Cantilever,C30/37,3.59,1.34,0.14,9.35,5961,-8.394,-0.839
San_phang_Flat_Slab,C40/50,9.97,9.39,0.25,13.06,5962,91.699,57.576
Ban_ke_4_canh_2_phuong,C30/37,7.41,5.22,0.17,10.36,5963,12.703,19.91
San_o_co_Waffle_Slab,C30/37,8.95,8.88,0.43,11.03,5964,41.749,42.409
Ban_ke_4_canh_2_phuong,C20/25,9.29,5.65,0.15,9.68,5965,13.905,29.24
Ban_dam_1_phuong,C20/25,9.87,3.29,0.11,8.33,5966,9.016,1.803
San_phang_Flat_Slab,C30/37,10.08,6.88,0.3,14.74,5967,76.667,34.885
San_o_co_Waffle_Slab,C20/25,8.54,8.52,0.37,10.36,5968,36.098,36.267
San_o_co_Waffle_Slab,C20/25,16.87,11.85,0.49,12.05,5969,81.22,164.611
Ban_dam_1_phuong,C35/45,5.53,2.63,0.1,8.0,5970,5.534,1.107
San_console_Cantilever,C30/37,6.36,1.37,0.14,9.35,5971,-8.775,-0.878
San_phang_Flat_Slab,C20/25,11.17,7.74,0.26,13.4,5972,86.888,40.138
San_o_co_Waffle_Slab,C30/37,14.01,11.97,0.37,10.36,5973,71.251,97.606
San_o_co_Waffle_Slab,C25/30,13.78,11.44,0.39,10.7,5974,67.217,97.527
Ban_ke_4_canh_2_phuong,C30/37,6.85,4.02,0.14,9.35,5975,6.799,15.355
Ban_ke_4_canh_2_phuong,C40/50,7.4,4.21,0.2,11.37,5976,9.069,21.792
San_phang_Flat_Slab,C40/50,13.4,9.38,0.25,13.06,5977,123.115,57.454
Ban_dam_1_phuong,C20/25,7.49,2.94,0.12,8.67,5978,7.494,1.499
San_console_Cantilever,C35/45,4.4,1.22,0.12,8.67,5979,-6.452,-0.645
Ban_ke_4_canh_2_phuong,C35/45,5.77,3.48,0.16,10.02,5980,5.461,11.676
Ban_ke_4_canh_2_phuong,C20/25,4.34,4.22,0.16,10.02,5981,8.03,6.606
Ban_ke_4_canh_2_phuong,C40/50,5.13,3.86,0.18,10.7,5982,7.174,9.856
San_o_co_Waffle_Slab,C25/30,10.06,9.73,0.48,12.05,5983,54.759,58.536
Ban_ke_4_canh_2_phuong,C40/50,8.99,4.82,0.14,9.35,5984,9.775,26.448
Ban_dam_1_phuong,C20/25,6.05,2.65,0.1,8.0,5985,5.618,1.124
Ban_dam_1_phuong,C25/30,10.97,3.63,0.14,9.35,5986,12.32,2.464
San_phang_Flat_Slab,C40/50,8.11,6.43,0.24,12.72,5987,49.749,26.295
San_o_co_Waffle_Slab,C35/45,15.11,11.17,0.48,12.05,5988,72.166,132.056
San_o_co_Waffle_Slab,C35/45,12.41,10.22,0.42,11.03,5989,55.299,81.538
Ban_ke_4_canh_2_phuong,C30/37,7.52,4.15,0.19,11.03,5990,8.548,21.831
Ban_dam_1_phuong,C35/45,7.71,2.66,0.14,9.35,5991,6.616,1.323
Ban_ke_4_canh_2_phuong,C35/45,7.03,3.62,0.12,8.67,5992,5.113,14.997
San_console_Cantilever,C20/25,7.36,1.51,0.1,8.0,5993,-9.12,-0.912
San_console_Cantilever,C30/37,3.74,1.76,0.14,9.35,5994,-14.481,-1.448
Ban_dam_1_phuong,C35/45,8.27,2.44,0.13,9.01,5995,5.364,1.073
San_phang_Flat_Slab,C30/37,10.55,8.74,0.23,12.38,5996,85.614,47.284
Ban_ke_4_canh_2_phuong,C25/30,7.65,5.15,0.18,10.7,5997,12.771,21.917
Ban_ke_4_canh_2_phuong,C35/45,4.09,3.19,0.19,11.03,5998,5.051,6.458
Ban_dam_1_phuong,C25/30,7.89,2.89,0.12,8.67,5999,7.241,1.448
San_phang_Flat_Slab,C30/37,9.57,7.79,0.26,13.4,6000,74.923,40.658
Ban_dam_1_phuong,C35/45,7.58,2.73,0.13,9.01,6001,6.715,1.343
Ban_ke_4_canh_2_phuong,C20/25,4.41,4.11,0.14,9.35,6002,7.107,6.364
Ban_ke_4_canh_2_phuong,C40/50,3.49,3.45,0.15,9.68,6003,5.185,4.127
San_o_co_Waffle_Slab,C40/50,14.34,10.04,0.36,10.02,6004,48.482,98.902
Ban_dam_1_phuong,C30/37,8.43,3.61,0.14,9.35,6005,12.185,2.437
San_o_co_Waffle_Slab,C35/45,12.63,9.65,0.41,10.7,6006,47.828,81.928
San_console_Cantilever,C20/25,7.49,2.36,0.11,8.33,6007,-23.197,-2.32
San_console_Cantilever,C40/50,5.46,1.45,0.11,8.33,6008,-8.757,-0.876
San_phang_Flat_Slab,C35/45,7.93,6.49,0.23,12.38,6009,47.786,26.072
Ban_dam_1_phuong,C25/30,10.2,3.39,0.12,8.67,6010,9.964,1.993
San_console_Cantilever,C25/30,3.3,2.48,0.12,8.67,6011,-26.662,-2.666
San_phang_Flat_Slab,C30/37,11.41,8.42,0.28,14.07,6012,101.38,49.876
San_console_Cantilever,C35/45,4.48,2.36,0.1,8.0,6013,-22.278,-2.228
San_phang_Flat_Slab,C20/25,9.69,8.86,0.25,13.06,6014,84.093,51.26
Ban_dam_1_phuong,C35/45,10.99,3.65,0.11,8.33,6015,11.098,2.22
San_phang_Flat_Slab,C35/45,9.15,7.61,0.25,13.06,6016,68.204,37.817
Ban_dam_1_phuong,C30/37,5.51,2.53,0.13,9.01,6017,5.767,1.153
San_o_co_Waffle_Slab,C40/50,13.95,9.97,0.44,11.37,6018,54.249,106.206
San_console_Cantilever,C25/30,7.86,1.95,0.11,8.33,6019,-15.837,-1.584
San_phang_Flat_Slab,C40/50,14.15,9.56,0.23,12.38,6020,125.602,56.573
San_phang_Flat_Slab,C20/25,7.81,7.21,0.24,12.72,6021,53.72,33.062
San_phang_Flat_Slab,C35/45,10.75,7.74,0.25,13.06,6022,81.499,39.12
Ban_ke_4_canh_2_phuong,C30/37,5.75,3.05,0.18,10.7,6023,4.479,12.382
San_console_Cantilever,C40/50,3.17,2.19,0.12,8.67,6024,-20.791,-2.079
San_phang_Flat_Slab,C35/45,8.25,7.05,0.22,12.05,6025,52.564,29.946
San_phang_Flat_Slab,C25/30,12.2,8.41,0.27,13.73,6026,105.654,48.555
Ban_ke_4_canh_2_phuong,C35/45,4.17,3.94,0.14,9.35,6027,6.532,5.691
Ban_ke_4_canh_2_phuong,C20/25,11.66,5.97,0.19,11.03,6028,17.69,52.486
Ban_ke_4_canh_2_phuong,C40/50,4.02,3.04,0.19,11.03,6029,4.587,6.239
San_phang_Flat_Slab,C25/30,8.9,6.58,0.22,12.05,6030,52.925,26.086
San_phang_Flat_Slab,C20/25,11.61,9.49,0.21,11.71,6031,96.765,52.73
Ban_dam_1_phuong,C30/37,4.42,2.04,0.15,9.68,6032,4.028,0.806
Ban_dam_1_phuong,C35/45,9.84,3.03,0.14,9.35,6033,8.584,1.717
Ban_dam_1_phuong,C40/50,9.57,3.51,0.12,8.67,6034,10.682,2.136
San_console_Cantilever,C30/37,5.94,1.89,0.11,8.33,6035,-14.878,-1.488
San_o_co_Waffle_Slab,C30/37,12.25,8.47,0.39,10.7,6036,36.846,77.072
San_console_Cantilever,C40/50,4.49,2.29,0.11,8.33,6037,-21.842,-2.184
Ban_dam_1_phuong,C30/37,4.6,2.09,0.12,8.67,6038,3.787,0.757
San_phang_Flat_Slab,C30/37,11.02,8.27,0.22,12.05,6039,82.364,41.207
San_phang_Flat_Slab,C40/50,10.78,7.39,0.24,12.72,6040,76.0,34.733
Ban_dam_1_phuong,C40/50,7.19,2.53,0.13,9.01,6041,5.767,1.153
Ban_dam_1_phuong,C35/45,7.1,3.02,0.12,8.67,6042,7.907,1.581
Ban_dam_1_phuong,C35/45,6.54,2.34,0.1,8.0,6043,4.38,0.876
Ban_ke_4_canh_2_phuong,C25/30,5.79,3.45,0.13,9.01,6044,4.826,10.572
San_phang_Flat_Slab,C20/25,7.15,6.78,0.28,14.07,6045,51.155,32.339
Ban_dam_1_phuong,C20/25,10.14,3.77,0.12,8.67,6046,12.323,2.465
Ban_ke_4_canh_2_phuong,C40/50,3.87,3.07,0.17,10.36,6047,4.394,5.431
San_o_co_Waffle_Slab,C25/30,9.0,8.45,0.38,10.36,6048,35.507,40.28
Ban_ke_4_canh_2_phuong,C40/50,3.77,3.22,0.12,8.67,6049,4.045,4.313
Ban_ke_4_canh_2_phuong,C30/37,4.5,3.75,0.19,11.03,6050,6.98,7.818
Ban_ke_4_canh_2_phuong,C25/30,10.22,5.19,0.19,11.03,6051,13.37,40.322
Ban_dam_1_phuong,C25/30,7.67,2.3,0.11,8.33,6052,4.407,0.881
San_phang_Flat_Slab,C40/50,9.21,7.48,0.27,13.73,6053,70.94,38.41
San_phang_Flat_Slab,C25/30,10.77,7.49,0.3,14.74,6054,89.178,41.346
San_o_co_Waffle_Slab,C35/45,11.98,8.05,0.45,11.37,6055,35.367,78.328
San_o_co_Waffle_Slab,C35/45,13.35,8.93,0.37,10.36,6056,39.656,88.626
San_o_co_Waffle_Slab,C25/30,15.11,10.98,0.37,10.36,6057,59.952,113.535
San_phang_Flat_Slab,C20/25,9.76,8.12,0.23,12.38,6058,73.585,40.813
Ban_dam_1_phuong,C35/45,10.13,3.39,0.12,8.67,6059,9.964,1.993
San_phang_Flat_Slab,C25/30,10.23,7.42,0.23,12.38,6060,70.479,34.08
San_o_co_Waffle_Slab,C20/25,9.66,8.26,0.36,10.02,6061,32.815,44.881
San_phang_Flat_Slab,C30/37,12.78,9.62,0.28,14.07,6062,129.736,65.105
San_o_co_Waffle_Slab,C30/37,15.7,10.52,0.42,11.03,6063,58.593,130.502
Ban_ke_4_canh_2_phuong,C25/30,4.92,3.76,0.17,10.36,6064,6.591,8.777
San_o_co_Waffle_Slab,C30/37,10.18,9.22,0.41,10.7,6065,43.66,53.226
San_console_Cantilever,C40/50,7.44,2.25,0.12,8.67,6066,-21.946,-2.195
Ban_dam_1_phuong,C30/37,6.48,2.05,0.14,9.35,6067,3.929,0.786
Ban_ke_4_canh_2_phuong,C20/25,3.47,3.23,0.16,10.02,6068,4.704,4.223
Ban_dam_1_phuong,C30/37,8.91,2.55,0.14,9.35,6069,6.08,1.216
San_console_Cantilever,C25/30,6.25,1.21,0.1,8.0,6070,-5.856,-0.586
San_o_co_Waffle_Slab,C20/25,12.79,8.93,0.35,10.02,6071,38.354,78.677
San_phang_Flat_Slab,C30/37,10.5,7.79,0.23,12.38,6072,75.947,37.563
Ban_dam_1_phuong,C30/37,6.73,2.15,0.13,9.01,6073,4.165,0.833
Ban_ke_4_canh_2_phuong,C40/50,6.46,5.62,0.18,10.7,6074,15.208,15.628
San_console_Cantilever,C25/30,3.82,2.5,0.1,8.0,6075,-25.0,-2.5
Ban_ke_4_canh_2_phuong,C25/30,5.29,3.87,0.18,10.7,6076,7.211,10.48
San_phang_Flat_Slab,C20/25,12.44,8.47,0.25,13.06,6077,103.207,46.847
Ban_ke_4_canh_2_phuong,C30/37,11.4,5.9,0.15,9.68,6078,15.163,44.03
Ban_dam_1_phuong,C25/30,8.79,3.11,0.13,9.01,6079,8.715,1.743
San_o_co_Waffle_Slab,C35/45,12.29,8.62,0.44,11.37,6080,40.552,82.434
San_console_Cantilever,C30/37,3.8,2.47,0.14,9.35,6081,-28.522,-2.852
Ban_dam_1_phuong,C40/50,8.39,2.81,0.13,9.01,6082,7.114,1.423
Ban_dam_1_phuong,C20/25,7.14,2.5,0.11,8.33,6083,5.206,1.041
San_phang_Flat_Slab,C35/45,12.29,8.75,0.29,14.41,6084,116.221,55.163
Ban_ke_4_canh_2_phuong,C40/50,7.88,4.79,0.18,10.7,6085,11.048,23.254
San_console_Cantilever,C30/37,7.88,2.22,0.14,9.35,6086,-23.04,-2.304
San_o_co_Waffle_Slab,C25/30,11.21,9.06,0.48,12.05,6087,47.477,72.684
San_phang_Flat_Slab,C40/50,10.46,9.96,0.27,13.73,6088,107.281,68.102
San_console_Cantilever,C35/45,3.9,1.62,0.1,8.0,6089,-10.498,-1.05
San_o_co_Waffle_Slab,C40/50,11.4,8.74,0.42,11.03,6090,40.443,68.806
San_o_co_Waffle_Slab,C30/37,11.33,8.63,0.43,11.03,6091,39.431,67.964
San_console_Cantilever,C30/37,6.55,1.97,0.14,9.35,6092,-18.143,-1.814
Ban_ke_4_canh_2_phuong,C30/37,5.98,3.43,0.16,10.02,6093,5.305,12.541
San_console_Cantilever,C30/37,7.72,2.31,0.13,9.01,6094,-24.039,-2.404
Ban_dam_1_phuong,C20/25,8.69,2.56,0.13,9.01,6095,5.905,1.181
San_console_Cantilever,C25/30,5.39,2.23,0.13,9.01,6096,-22.403,-2.24
San_o_co_Waffle_Slab,C35/45,11.15,8.61,0.37,10.36,6097,36.864,61.823
San_console_Cantilever,C20/25,4.8,1.22,0.14,9.35,6098,-6.958,-0.696
San_console_Cantilever,C20/25,7.45,2.05,0.11,8.33,6099,-17.503,-1.75
San_o_co_Waffle_Slab,C40/50,14.04,11.76,0.47,11.71,6100,77.734,110.798
San_console_Cantilever,C30/37,4.28,2.29,0.1,8.0,6101,-20.976,-2.098
San_console_Cantilever,C40/50,3.79,2.4,0.1,8.0,6102,-23.04,-2.304
Ban_ke_4_canh_2_phuong,C30/37,11.91,5.99,0.19,11.03,6103,17.809,54.76
Ban_dam_1_phuong,C30/37,5.1,2.1,0.12,8.67,6104,3.823,0.765
San_phang_Flat_Slab,C35/45,10.75,8.12,0.3,14.74,6105,96.499,48.594
San_o_co_Waffle_Slab,C30/37,13.99,10.38,0.38,10.36,6106,53.579,97.328
San_phang_Flat_Slab,C35/45,11.4,7.97,0.23,12.38,6107,84.362,39.319
Ban_ke_4_canh_2_phuong,C30/37,6.62,5.18,0.18,10.7,6108,12.92,16.412
San_o_co_Waffle_Slab,C35/45,12.14,9.71,0.41,10.7,6109,48.424,75.694
Ban_dam_1_phuong,C35/45,9.79,3.77,0.12,8.67,6110,12.323,2.465
Ban_ke_4_canh_2_phuong,C30/37,6.06,4.36,0.13,9.01,6111,7.707,11.581
Ban_dam_1_phuong,C25/30,6.9,3.09,0.13,9.01,6112,8.603,1.721
San_console_Cantilever,C25/30,6.85,1.21,0.13,9.01,6113,-6.596,-0.66
Ban_dam_1_phuong,C40/50,10.22,3.23,0.15,9.68,6114,10.099,2.02
San_console_Cantilever,C35/45,6.83,1.6,0.1,8.0,6115,-10.24,-1.024
San_o_co_Waffle_Slab,C20/25,16.46,10.99,0.42,11.03,6116,63.946,143.442
San_console_Cantilever,C20/25,7.49,1.23,0.11,8.33,6117,-6.301,-0.63
Ban_dam_1_phuong,C25/30,7.29,2.2,0.14,9.35,6118,4.525,0.905
San_console_Cantilever,C25/30,3.99,1.38,0.12,8.67,6119,-8.256,-0.826
San_o_co_Waffle_Slab,C20/25,12.78,11.46,0.42,11.03,6120,69.532,86.473
Ban_ke_4_canh_2_phuong,C30/37,4.28,4.03,0.2,11.37,6121,8.31,7.29
San_console_Cantilever,C25/30,7.71,1.78,0.11,8.33,6122,-13.196,-1.32
San_console_Cantilever,C30/37,7.05,1.26,0.15,9.68,6123,-7.684,-0.768
Ban_dam_1_phuong,C35/45,8.06,2.67,0.15,9.68,6124,6.901,1.38
Ban_ke_4_canh_2_phuong,C25/30,8.83,5.52,0.18,10.7,6125,14.671,29.199
Ban_dam_1_phuong,C40/50,11.25,3.37,0.13,9.01,6126,10.233,2.047
San_phang_Flat_Slab,C20/25,10.81,8.01,0.22,12.05,6127,78.254,38.656
Ban_dam_1_phuong,C25/30,5.56,2.03,0.12,8.67,6128,3.573,0.715
Ban_dam_1_phuong,C30/37,11.41,3.92,0.11,8.33,6129,12.8,2.56
San_phang_Flat_Slab,C30/37,10.56,7.14,0.29,14.41,6130,81.487,36.731
San_phang_Flat_Slab,C25/30,11.46,7.9,0.26,13.4,6131,90.987,41.815
Ban_ke_4_canh_2_phuong,C30/37,6.57,4.55,0.2,11.37,6132,10.592,17.177
Ban_dam_1_phuong,C40/50,10.12,3.53,0.14,9.35,6133,11.651,2.33
Ban_dam_1_phuong,C25/30,10.38,3.6,0.14,9.35,6134,12.118,2.424
San_phang_Flat_Slab,C40/50,13.92,9.8,0.29,14.41,6135,147.432,69.197
San_o_co_Waffle_Slab,C30/37,14.6,10.02,0.36,10.02,6136,48.289,102.521
San_phang_Flat_Slab,C35/45,11.39,8.59,0.21,11.71,6137,85.928,43.203
Ban_ke_4_canh_2_phuong,C30/37,8.25,4.6,0.13,9.01,6138,8.579,21.464
Ban_ke_4_canh_2_phuong,C40/50,4.86,3.22,0.16,10.02,6139,4.675,8.283
San_console_Cantilever,C20/25,4.05,1.21,0.14,9.35,6140,-6.845,-0.684
Ban_dam_1_phuong,C20/25,5.62,2.27,0.13,9.01,6141,4.643,0.929
Ban_ke_4_canh_2_phuong,C35/45,6.12,5.51,0.19,11.03,6142,15.069,14.459
San_console_Cantilever,C30/37,6.3,2.1,0.14,9.35,6143,-20.617,-2.062
San_phang_Flat_Slab,C20/25,8.5,7.86,0.2,11.37,6144,56.972,35.122
San_console_Cantilever,C25/30,6.84,1.62,0.13,9.01,6145,-11.823,-1.182
San_phang_Flat_Slab,C40/50,11.24,8.24,0.22,12.05,6146,83.703,40.908
San_phang_Flat_Slab,C25/30,13.57,9.41,0.26,13.4,6147,128.332,59.327
San_o_co_Waffle_Slab,C20/25,10.97,10.67,0.41,10.7,6148,58.473,61.807
Ban_ke_4_canh_2_phuong,C40/50,7.29,4.32,0.14,9.35,6149,7.852,17.391
Ban_ke_4_canh_2_phuong,C30/37,5.59,5.3,0.15,9.68,6150,12.236,10.587
Ban_dam_1_phuong,C30/37,11.92,3.78,0.1,8.0,6151,11.431,2.286
San_console_Cantilever,C35/45,7.52,2.28,0.14,9.35,6152,-24.303,-2.43
San_phang_Flat_Slab,C30/37,11.22,7.96,0.29,14.41,6153,96.523,45.652
Ban_ke_4_canh_2_phuong,C20/25,4.6,4.42,0.16,10.02,6154,8.809,7.421
San_o_co_Waffle_Slab,C35/45,13.33,11.96,0.47,11.71,6155,80.401,99.875
San_o_co_Waffle_Slab,C20/25,13.74,9.87,0.37,10.36,6156,48.443,93.88
Ban_dam_1_phuong,C20/25,7.14,2.18,0.12,8.67,6157,4.12,0.824
Ban_dam_1_phuong,C25/30,8.69,3.13,0.11,8.33,6158,8.161,1.632
San_phang_Flat_Slab,C40/50,8.78,7.54,0.28,14.07,6159,69.859,39.995
Ban_ke_4_canh_2_phuong,C30/37,6.4,4.55,0.15,9.68,6160,9.018,13.877
San_phang_Flat_Slab,C20/25,6.6,6.23,0.29,14.41,6161,44.438,27.965
Ban_dam_1_phuong,C30/37,6.16,2.76,0.15,9.68,6162,7.374,1.475
San_console_Cantilever,C20/25,4.19,2.4,0.13,9.01,6163,-25.949,-2.595
San_phang_Flat_Slab,C35/45,8.39,6.26,0.26,13.4,6164,52.784,26.256
San_console_Cantilever,C25/30,5.77,1.57,0.1,8.0,6165,-9.86,-0.986
Ban_ke_4_canh_2_phuong,C20/25,5.31,3.85,0.18,10.7,6166,7.137,10.559
San_console_Cantilever,C40/50,6.21,1.29,0.11,8.33,6167,-6.931,-0.693
San_o_co_Waffle_Slab,C25/30,9.96,9.72,0.43,11.03,6168,50.021,52.521
San_phang_Flat_Slab,C30/37,10.49,7.05,0.24,12.72,6169,70.553,31.611
San_o_co_Waffle_Slab,C30/37,12.26,8.76,0.44,11.37,6170,41.88,82.032
Ban_ke_4_canh_2_phuong,C25/30,8.64,5.19,0.18,10.7,6171,12.97,27.956
Ban_dam_1_phuong,C20/25,7.3,3.32,0.11,8.33,6172,9.182,1.836
San_console_Cantilever,C20/25,4.6,1.3,0.1,8.0,6173,-6.76,-0.676
San_console_Cantilever,C35/45,3.66,1.55,0.13,9.01,6174,-10.823,-1.082
Ban_ke_4_canh_2_phuong,C25/30,7.57,5.75,0.15,9.68,6175,14.402,19.415
San_console_Cantilever,C35/45,6.69,1.98,0.15,9.68,6176,-18.975,-1.898
Ban_dam_1_phuong,C35/45,7.25,3.12,0.11,8.33,6177,8.109,1.622
Ban_ke_4_canh_2_phuong,C30/37,5.89,3.03,0.16,10.02,6178,4.14,12.167
San_o_co_Waffle_Slab,C40/50,14.28,10.45,0.38,10.36,6179,54.304,101.405
San_o_co_Waffle_Slab,C20/25,11.94,11.13,0.36,10.02,6180,59.58,68.567
San_phang_Flat_Slab,C40/50,10.05,6.94,0.24,12.72,6181,66.539,30.632
San_o_co_Waffle_Slab,C20/25,11.22,10.06,0.39,10.7,6182,51.978,64.656
Ban_ke_4_canh_2_phuong,C20/25,7.79,5.4,0.16,10.02,6183,13.148,21.282
Ban_ke_4_canh_2_phuong,C40/50,10.62,5.72,0.17,10.36,6184,15.253,40.896
Ban_ke_4_canh_2_phuong,C20/25,5.79,4.06,0.17,10.36,6185,7.685,12.156
Ban_dam_1_phuong,C20/25,9.53,2.76,0.13,9.01,6186,6.863,1.373
San_console_Cantilever,C20/25,3.24,1.42,0.12,8.67,6187,-8.741,-0.874
Ban_dam_1_phuong,C20/25,7.18,2.45,0.15,9.68,6188,5.81,1.162
San_o_co_Waffle_Slab,C40/50,12.94,10.66,0.46,11.71,6189,63.872,94.117
Ban_ke_4_canh_2_phuong,C25/30,6.01,3.15,0.13,9.01,6190,4.023,11.39
San_o_co_Waffle_Slab,C40/50,10.77,8.42,0.49,12.05,6191,41.006,67.09
San_console_Cantilever,C35/45,3.05,1.32,0.11,8.33,6192,-7.257,-0.726
San_phang_Flat_Slab,C35/45,10.94,9.09,0.22,12.05,6193,89.873,49.783
San_phang_Flat_Slab,C25/30,7.94,7.33,0.21,11.71,6194,51.114,31.458
San_phang_Flat_Slab,C30/37,8.93,8.2,0.29,14.41,6195,79.139,48.446
San_phang_Flat_Slab,C20/25,6.98,6.42,0.26,13.4,6196,45.036,27.615
San_phang_Flat_Slab,C35/45,12.44,8.75,0.22,12.05,6197,98.373,46.129
Ban_ke_4_canh_2_phuong,C35/45,4.71,3.68,0.16,10.02,6198,6.106,7.78
San_phang_Flat_Slab,C20/25,8.65,8.38,0.23,12.38,6199,67.304,43.469
San_console_Cantilever,C25/30,6.8,1.64,0.13,9.01,6200,-12.117,-1.212
San_o_co_Waffle_Slab,C25/30,13.21,9.7,0.41,10.7,6201,48.325,89.625
San_console_Cantilever,C30/37,5.78,2.32,0.11,8.33,6202,-22.418,-2.242
San_console_Cantilever,C25/30,5.78,1.87,0.14,9.35,6203,-16.348,-1.635
San_console_Cantilever,C40/50,3.01,2.0,0.14,9.35,6204,-18.7,-1.87
Ban_ke_4_canh_2_phuong,C25/30,7.92,5.15,0.12,8.67,6205,10.348,19.034
San_phang_Flat_Slab,C40/50,12.27,8.75,0.22,12.05,6206,97.029,46.129
San_o_co_Waffle_Slab,C40/50,12.99,9.23,0.45,11.37,6207,46.495,92.092
Ban_ke_4_canh_2_phuong,C20/25,6.58,3.41,0.15,9.68,6208,5.065,14.669
San_o_co_Waffle_Slab,C35/45,14.39,9.88,0.4,10.7,6209,50.135,106.352
San_console_Cantilever,C30/37,7.58,1.68,0.1,8.0,6210,-11.29,-1.129
Ban_dam_1_phuong,C25/30,9.48,3.56,0.1,8.0,6211,10.139,2.028
San_o_co_Waffle_Slab,C30/37,10.07,8.51,0.36,10.02,6212,34.831,48.772
San_phang_Flat_Slab,C25/30,12.69,9.13,0.27,13.73,6213,119.307,57.225
San_console_Cantilever,C25/30,6.72,2.47,0.12,8.67,6214,-26.447,-2.645
San_phang_Flat_Slab,C30/37,10.12,9.75,0.27,13.73,6215,101.605,65.26
San_console_Cantilever,C30/37,3.65,2.31,0.14,9.35,6216,-24.946,-2.495
Ban_ke_4_canh_2_phuong,C25/30,8.13,4.45,0.14,9.35,6217,8.332,21.63
Ban_dam_1_phuong,C25/30,11.83,3.38,0.1,8.0,6218,9.14,1.828
Ban_ke_4_canh_2_phuong,C30/37,5.95,3.77,0.18,10.7,6219,6.844,13.258
San_console_Cantilever,C30/37,5.67,1.71,0.13,9.01,6220,-13.173,-1.317
Ban_dam_1_phuong,C20/25,10.16,3.23,0.11,8.33,6221,8.691,1.738
Ban_dam_1_phuong,C25/30,8.2,2.55,0.14,9.35,6222,6.08,1.216
San_phang_Flat_Slab,C25/30,13.31,9.45,0.24,12.72,6223,119.994,56.796
San_o_co_Waffle_Slab,C20/25,10.73,10.33,0.42,11.03,6224,56.496,60.956
Ban_dam_1_phuong,C40/50,10.47,3.53,0.13,9.01,6225,11.227,2.245
San_console_Cantilever,C25/30,5.25,1.98,0.14,9.35,6226,-18.328,-1.833
San_o_co_Waffle_Slab,C35/45,14.33,10.08,0.49,12.05,6227,58.769,118.774
San_console_Cantilever,C25/30,4.37,1.81,0.14,9.35,6228,-15.316,-1.532
